Time,1,2,3,4
Wed Feb 14 18:33:57 2024,15.0,15.002,15.001,14.998
Wed Feb 14 18:34:16 2024,14.998,14.998,15.0,15.003
Wed Feb 14 18:34:35 2024,14.998,14.999,15.001,15.003
Wed Feb 14 18:34:55 2024,15.0,14.991,15.002,15.003
Wed Feb 14 18:35:14 2024,14.997,14.991,14.998,15.002
Wed Feb 14 18:35:34 2024,14.998,15.005,15.0,14.998
Wed Feb 14 18:35:54 2024,15.0,14.998,15.0,15.002
Wed Feb 14 18:36:13 2024,15.0,14.999,15.001,15.0
Wed Feb 14 18:36:33 2024,14.998,14.988,14.998,15.002
Wed Feb 14 18:36:52 2024,15.02,15.008,14.998,14.996
Wed Feb 14 18:37:12 2024,15.002,14.995,15.001,15.002
Wed Feb 14 18:37:31 2024,14.995,14.994,15.0,15.002
Wed Feb 14 18:37:51 2024,15.0,14.997,15.0,14.997
Wed Feb 14 18:39:16 2024,15.008,14.991,14.999,14.999
Wed Feb 14 18:39:35 2024,15.0,14.999,15.002,15.001
Wed Feb 14 18:39:54 2024,14.998,15.03,15.0,14.997
Wed Feb 14 18:40:13 2024,15.014,15.008,15.002,15.0
Wed Feb 14 18:40:33 2024,14.989,14.993,15.004,15.001
Wed Feb 14 18:40:52 2024,15.0,14.998,14.998,14.998
Wed Feb 14 18:41:11 2024,15.0,15.009,15.004,14.998
Wed Feb 14 18:41:30 2024,15.0,15.005,14.998,15.0
Wed Feb 14 18:41:49 2024,15.442,15.002,15.001,15.0
Wed Feb 14 18:42:09 2024,15.177,15.005,15.001,15.001
Wed Feb 14 18:42:28 2024,15.0,15.001,15.0,14.997
Wed Feb 14 18:42:47 2024,14.997,14.995,14.999,15.002
Wed Feb 14 18:43:06 2024,15.002,14.998,14.999,15.0
Wed Feb 14 18:43:25 2024,14.977,15.025,14.997,14.995
Wed Feb 14 18:44:57 2024,0.223,-0.08,-0.055,-0.084
Wed Feb 14 18:45:13 2024,0.002,0.0,0.0,-0.003
Wed Feb 14 18:45:28 2024,0.0,0.0,0.0,0.0
Wed Feb 14 18:45:43 2024,0.0,0.0,0.0,0.0
Wed Feb 14 18:45:58 2024,0.0,0.0,0.0,0.0
Wed Feb 14 18:46:13 2024,0.0,0.0,0.0,0.0
Wed Feb 14 18:46:28 2024,0.0,0.0,0.0,0.0
Wed Feb 14 18:46:43 2024,0.0,0.0,0.0,0.0
Wed Feb 14 18:46:58 2024,0.0,0.0,0.0,0.0
Wed Feb 14 18:47:13 2024,0.0,0.0,0.0,0.0
Wed Feb 14 18:47:28 2024,-0.002,0.0,0.0,0.0
Wed Feb 14 18:47:43 2024,0.0,0.0,0.0,0.0
Wed Feb 14 18:47:58 2024,0.0,0.0,0.0,0.0
Wed Feb 14 18:48:13 2024,0.002,-0.001,0.0,0.0
Wed Feb 14 18:48:28 2024,0.002,0.0,0.0,0.0
Wed Feb 14 18:48:43 2024,0.0,0.0,0.0,0.0
Wed Feb 14 18:48:58 2024,-0.002,0.0,0.0,0.0
Wed Feb 14 18:49:13 2024,0.0,-0.001,0.0,0.0
Wed Feb 14 18:49:28 2024,0.0,0.0,0.0,0.0
Wed Feb 14 18:49:43 2024,0.0,0.0,0.0,0.0
Wed Feb 14 18:50:06 2024,14.728,14.927,14.933,14.953
Wed Feb 14 18:50:25 2024,14.881,14.966,14.991,14.958
Wed Feb 14 18:50:44 2024,15.102,14.768,15.004,15.008
Wed Feb 14 18:51:03 2024,14.998,15.032,15.001,15.003
Wed Feb 14 18:51:22 2024,14.973,14.805,15.007,14.999
Wed Feb 14 18:51:41 2024,14.938,14.902,14.991,14.998
Wed Feb 14 18:52:00 2024,14.964,15.025,15.004,14.995
Wed Feb 14 18:52:19 2024,14.964,15.013,14.997,15.002
Wed Feb 14 18:52:38 2024,14.855,14.99,15.001,14.995
Wed Feb 14 18:52:57 2024,15.228,15.008,14.998,15.0
Wed Feb 14 18:54:22 2024,15.191,15.009,15.006,14.998
Wed Feb 14 18:54:41 2024,15.022,15.022,15.0,15.001
Wed Feb 14 18:55:00 2024,15.058,14.998,14.999,14.997
Wed Feb 14 18:55:19 2024,15.0,15.016,14.991,14.995
Wed Feb 14 18:55:38 2024,15.009,14.887,14.993,15.0
Wed Feb 14 18:55:58 2024,15.012,15.045,14.997,15.014
Wed Feb 14 18:56:17 2024,14.939,14.996,14.998,15.003
Wed Feb 14 18:56:36 2024,14.872,14.995,14.999,15.011
Wed Feb 14 18:56:55 2024,14.984,15.011,15.003,14.988
Wed Feb 14 18:57:15 2024,14.966,15.011,15.001,15.005
Wed Feb 14 18:57:34 2024,15.022,14.956,14.996,15.004
Wed Feb 14 18:57:53 2024,14.973,15.004,14.996,15.005
Wed Feb 14 18:58:12 2024,14.956,14.981,15.005,14.998
Wed Feb 14 18:58:31 2024,14.938,14.994,15.004,15.009
Wed Feb 14 18:59:56 2024,14.863,14.997,14.997,15.005
Wed Feb 14 19:00:11 2024,14.922,14.995,15.003,15.005
Wed Feb 14 19:00:26 2024,14.953,15.008,15.002,14.998
Wed Feb 14 19:00:41 2024,14.917,14.988,14.998,15.002
Wed Feb 14 19:00:57 2024,14.941,15.01,14.999,14.997
Wed Feb 14 19:01:12 2024,14.927,15.005,14.997,15.006
Wed Feb 14 19:01:31 2024,14.928,14.98,15.002,15.005
Wed Feb 14 19:01:51 2024,14.892,15.005,15.005,15.007
Wed Feb 14 19:02:10 2024,15.056,14.989,15.005,14.999
Wed Feb 14 19:02:29 2024,15.142,15.005,14.999,14.995
Wed Feb 14 19:02:48 2024,15.003,14.727,15.001,15.005
Wed Feb 14 19:03:07 2024,15.006,15.045,15.005,14.998
Wed Feb 14 19:03:27 2024,14.931,15.012,14.998,15.004
Wed Feb 14 19:03:45 2024,14.872,14.779,15.002,15.002
Wed Feb 14 19:04:04 2024,15.091,14.976,14.998,15.0
Wed Feb 14 19:05:29 2024,15.441,14.902,14.998,15.002
Wed Feb 14 19:05:44 2024,14.92,15.005,14.999,15.005
Wed Feb 14 19:05:59 2024,14.947,15.002,15.001,15.004
Wed Feb 14 19:06:14 2024,14.933,14.833,15.003,14.999
Wed Feb 14 19:06:29 2024,15.067,14.967,14.995,15.002
Wed Feb 14 19:06:52 2024,14.764,15.023,15.002,15.004
Wed Feb 14 19:07:11 2024,15.036,14.992,14.998,14.998
Wed Feb 14 19:07:30 2024,14.845,15.013,15.0,15.002
Wed Feb 14 19:07:49 2024,14.92,15.034,15.001,15.006
Wed Feb 14 19:08:08 2024,14.92,15.002,15.012,15.004
Wed Feb 14 19:08:28 2024,15.008,14.948,15.0,15.001
Wed Feb 14 19:08:46 2024,15.056,15.01,15.001,15.0
Wed Feb 14 19:09:05 2024,14.95,15.01,14.998,15.002
Wed Feb 14 19:09:24 2024,14.936,15.011,14.999,15.009
Wed Feb 14 19:09:43 2024,14.989,14.968,15.001,15.001
Wed Feb 14 19:11:09 2024,14.989,14.979,15.001,14.996
Wed Feb 14 19:11:24 2024,14.964,15.011,15.002,15.004
Wed Feb 14 19:11:39 2024,15.0,15.006,14.998,15.0
Wed Feb 14 19:11:54 2024,14.998,15.005,15.0,15.003
Wed Feb 14 19:12:09 2024,14.991,14.984,15.0,14.995
Wed Feb 14 19:12:31 2024,14.85,14.974,14.997,14.995
Wed Feb 14 19:12:51 2024,14.966,14.979,14.995,14.999
Wed Feb 14 19:13:10 2024,14.744,14.978,15.002,14.997
Wed Feb 14 19:13:29 2024,14.944,15.015,15.007,14.999
Wed Feb 14 19:13:48 2024,14.938,15.019,15.005,14.998
Wed Feb 14 19:14:07 2024,14.903,14.962,15.004,14.998
Wed Feb 14 19:14:26 2024,14.967,14.96,14.998,14.998
Wed Feb 14 19:14:44 2024,15.016,15.009,15.004,15.002
Wed Feb 14 19:15:03 2024,14.977,14.994,15.002,15.005
Wed Feb 14 19:15:22 2024,15.184,14.949,15.004,15.002
Wed Feb 14 19:16:47 2024,14.822,15.005,14.997,15.001
Wed Feb 14 19:17:02 2024,14.958,14.946,14.998,15.002
Wed Feb 14 19:17:17 2024,14.952,15.002,14.998,14.998
Wed Feb 14 19:17:32 2024,14.984,15.002,15.003,14.998
Wed Feb 14 19:17:47 2024,14.942,14.996,14.994,15.003
Wed Feb 14 19:18:10 2024,15.016,14.996,15.002,15.009
Wed Feb 14 19:18:29 2024,15.267,15.006,15.007,15.003
Wed Feb 14 19:18:48 2024,14.831,15.038,15.005,15.003
Wed Feb 14 19:19:07 2024,14.988,14.987,14.999,14.997
Wed Feb 14 19:19:26 2024,14.961,15.02,14.997,14.99
Wed Feb 14 19:19:45 2024,15.25,14.996,15.003,15.004
Wed Feb 14 19:20:04 2024,14.964,14.975,15.003,15.003
Wed Feb 14 19:20:23 2024,14.923,14.999,15.002,15.004
Wed Feb 14 19:20:42 2024,14.991,15.055,15.002,15.002
Wed Feb 14 19:21:01 2024,14.931,14.964,15.004,15.002
Wed Feb 14 19:22:26 2024,14.952,14.993,14.999,15.001
Wed Feb 14 19:22:41 2024,15.081,14.988,15.005,15.004
Wed Feb 14 19:22:56 2024,14.984,14.983,14.998,14.996
Wed Feb 14 19:23:11 2024,14.884,15.033,15.004,15.0
Wed Feb 14 19:23:26 2024,14.894,15.027,14.996,15.0
Wed Feb 14 19:23:49 2024,14.963,14.706,15.002,15.003
Wed Feb 14 19:24:08 2024,14.992,15.009,14.998,14.995
Wed Feb 14 19:24:27 2024,14.948,14.975,14.999,15.0
Wed Feb 14 19:24:46 2024,15.081,15.043,14.998,14.996
Wed Feb 14 19:25:05 2024,15.102,14.991,15.001,15.002
Wed Feb 14 19:25:24 2024,15.127,14.98,14.998,14.995
Wed Feb 14 19:25:43 2024,15.036,14.994,15.007,14.995
Wed Feb 14 19:26:02 2024,15.137,15.006,15.001,15.003
Wed Feb 14 19:26:21 2024,15.048,15.001,14.999,14.997
Wed Feb 14 19:26:40 2024,14.869,14.979,14.998,15.008
Wed Feb 14 19:28:05 2024,15.017,15.001,15.008,15.002
Wed Feb 14 19:28:20 2024,14.863,15.01,15.001,15.0
Wed Feb 14 19:28:34 2024,15.006,14.987,14.999,15.005
Wed Feb 14 19:28:50 2024,15.017,14.742,14.998,15.004
Wed Feb 14 19:29:05 2024,15.073,15.019,14.993,15.005
Wed Feb 14 19:29:27 2024,14.959,14.974,14.995,15.011
Wed Feb 14 19:29:47 2024,14.936,15.012,15.003,14.987
Wed Feb 14 19:30:06 2024,14.986,14.998,14.999,15.001
Wed Feb 14 19:30:25 2024,14.984,15.001,15.002,14.998
Wed Feb 14 19:30:44 2024,14.828,15.007,15.001,14.997
Wed Feb 14 19:31:03 2024,14.975,15.002,15.001,15.008
Wed Feb 14 19:31:22 2024,14.978,14.98,15.001,14.999
Wed Feb 14 19:31:41 2024,14.98,14.941,14.998,15.001
Wed Feb 14 19:31:59 2024,15.052,14.991,15.003,15.002
Wed Feb 14 19:32:18 2024,14.989,14.877,15.002,15.006
Wed Feb 14 19:33:43 2024,14.992,15.042,14.995,15.002
Wed Feb 14 19:33:58 2024,15.005,15.011,14.996,14.997
Wed Feb 14 19:34:13 2024,15.045,14.998,14.999,14.999
Wed Feb 14 19:34:28 2024,14.981,16.018,14.998,15.0
Wed Feb 14 19:34:43 2024,15.005,14.985,14.998,15.004
Wed Feb 14 19:35:06 2024,14.892,15.016,15.001,15.006
Wed Feb 14 19:35:25 2024,14.975,14.983,14.998,15.003
Wed Feb 14 19:35:44 2024,15.066,14.951,15.001,14.995
Wed Feb 14 19:36:03 2024,15.058,14.989,14.997,15.002
Wed Feb 14 19:36:22 2024,14.997,15.018,14.999,14.999
Wed Feb 14 19:36:42 2024,15.044,15.057,15.001,14.997
Wed Feb 14 19:37:00 2024,14.986,15.034,15.002,15.0
Wed Feb 14 19:37:19 2024,14.97,15.014,15.002,15.006
Wed Feb 14 19:37:38 2024,14.992,15.002,14.998,15.002
Wed Feb 14 19:37:57 2024,14.92,14.995,15.0,15.004
Wed Feb 14 19:39:22 2024,15.016,14.971,14.996,14.997
Wed Feb 14 19:39:37 2024,15.02,14.993,15.002,15.001
Wed Feb 14 19:39:52 2024,14.969,15.002,14.996,14.995
Wed Feb 14 19:40:07 2024,14.991,14.998,15.003,15.001
Wed Feb 14 19:40:22 2024,15.044,14.992,14.998,15.001
Wed Feb 14 19:40:45 2024,14.992,14.92,15.001,15.005
Wed Feb 14 19:41:04 2024,15.066,15.012,14.998,14.988
Wed Feb 14 19:41:23 2024,15.011,15.009,14.998,15.002
Wed Feb 14 19:41:42 2024,14.994,14.999,14.998,15.003
Wed Feb 14 19:42:01 2024,15.07,15.017,14.998,14.998
Wed Feb 14 19:42:20 2024,15.006,14.998,14.999,15.001
Wed Feb 14 19:42:39 2024,14.822,14.976,14.998,15.004
Wed Feb 14 19:42:58 2024,14.994,14.953,15.002,15.0
Wed Feb 14 19:43:17 2024,14.991,15.004,15.001,14.997
Wed Feb 14 19:43:36 2024,14.808,15.001,15.002,14.998
Wed Feb 14 19:45:01 2024,15.003,14.983,15.001,15.001
Wed Feb 14 19:45:16 2024,15.019,14.995,14.998,14.996
Wed Feb 14 19:45:31 2024,14.989,14.98,14.998,14.999
Wed Feb 14 19:45:46 2024,15.003,15.006,15.001,14.998
Wed Feb 14 19:46:01 2024,14.994,15.007,14.999,14.996
Wed Feb 14 19:46:24 2024,14.991,14.971,14.997,15.002
Wed Feb 14 19:46:43 2024,15.034,14.998,14.998,14.995
Wed Feb 14 19:47:02 2024,15.041,14.997,14.998,14.998
Wed Feb 14 19:47:21 2024,15.023,14.999,15.005,15.005
Wed Feb 14 19:47:40 2024,15.005,14.953,15.003,15.002
Wed Feb 14 19:47:59 2024,15.008,14.952,15.003,14.998
Wed Feb 14 19:48:18 2024,15.397,14.868,15.0,15.002
Wed Feb 14 19:48:37 2024,14.875,15.064,15.003,14.999
Wed Feb 14 19:48:56 2024,14.992,15.019,15.008,14.996
Wed Feb 14 19:49:15 2024,15.034,14.999,15.001,15.001
Wed Feb 14 19:50:40 2024,14.98,14.986,15.002,15.002
Wed Feb 14 19:50:55 2024,15.008,14.986,14.998,15.003
Wed Feb 14 19:51:10 2024,15.017,14.995,14.997,15.002
Wed Feb 14 19:51:25 2024,14.997,14.989,14.996,15.002
Wed Feb 14 19:51:40 2024,15.002,14.996,14.998,15.004
Wed Feb 14 19:52:03 2024,14.984,15.023,15.001,15.007
Wed Feb 14 19:52:22 2024,14.947,14.997,15.002,15.001
Wed Feb 14 19:52:41 2024,15.022,15.002,14.999,14.998
Wed Feb 14 19:53:00 2024,15.014,14.995,14.997,15.003
Wed Feb 14 19:53:19 2024,14.983,15.017,14.991,14.998
Wed Feb 14 19:53:38 2024,15.023,15.012,14.999,15.002
Wed Feb 14 19:53:57 2024,14.788,15.007,14.997,15.002
Wed Feb 14 19:54:16 2024,14.972,15.017,15.002,14.998
Wed Feb 14 19:54:35 2024,15.03,15.005,14.994,14.995
Wed Feb 14 19:54:54 2024,15.036,15.003,15.003,15.008
Wed Feb 14 19:56:19 2024,14.992,15.016,14.997,14.991
Wed Feb 14 19:56:34 2024,14.823,14.977,15.003,14.998
Wed Feb 14 19:56:49 2024,14.917,15.014,15.0,15.002
Wed Feb 14 19:57:04 2024,15.53,14.98,14.999,15.003
Wed Feb 14 19:57:19 2024,15.025,14.98,15.002,15.003
Wed Feb 14 19:57:42 2024,14.995,14.796,15.005,15.001
Wed Feb 14 19:58:01 2024,15.05,14.934,14.998,14.991
Wed Feb 14 19:58:20 2024,15.022,14.958,15.002,15.001
Wed Feb 14 19:58:39 2024,14.988,14.972,15.0,14.997
Wed Feb 14 19:58:58 2024,15.006,15.006,15.004,15.007
Wed Feb 14 19:59:17 2024,15.053,15.02,14.999,14.995
Wed Feb 14 19:59:36 2024,14.995,14.998,15.0,14.998
Wed Feb 14 19:59:55 2024,14.938,14.994,14.997,14.997
Wed Feb 14 20:00:14 2024,15.011,15.014,15.002,14.995
Wed Feb 14 20:00:33 2024,14.95,14.989,15.001,14.998
Wed Feb 14 20:01:57 2024,14.961,15.008,14.995,15.003
Wed Feb 14 20:02:12 2024,14.983,15.019,14.997,15.007
Wed Feb 14 20:02:27 2024,14.892,15.03,14.998,15.001
Wed Feb 14 20:02:43 2024,14.898,14.984,14.998,15.002
Wed Feb 14 20:02:58 2024,15.033,15.009,14.998,14.996
Wed Feb 14 20:03:20 2024,14.984,14.987,14.998,15.009
Wed Feb 14 20:03:39 2024,14.977,15.023,14.993,14.984
Wed Feb 14 20:03:59 2024,14.975,15.014,15.003,15.007
Wed Feb 14 20:04:18 2024,14.975,14.998,15.004,14.996
Wed Feb 14 20:04:37 2024,15.006,15.028,14.998,15.004
Wed Feb 14 20:04:56 2024,15.016,15.005,14.999,15.001
Wed Feb 14 20:05:15 2024,14.95,15.046,14.998,14.992
Wed Feb 14 20:05:34 2024,15.019,15.005,14.998,15.0
Wed Feb 14 20:05:53 2024,14.994,15.012,14.998,14.996
Wed Feb 14 20:06:12 2024,15.058,15.001,14.998,14.998
Wed Feb 14 20:07:37 2024,14.947,15.014,15.0,14.994
Wed Feb 14 20:07:52 2024,14.942,14.988,15.004,15.005
Wed Feb 14 20:08:07 2024,15.105,14.866,14.997,14.999
Wed Feb 14 20:08:22 2024,15.053,15.011,14.996,14.998
Wed Feb 14 20:08:37 2024,14.97,15.016,14.999,15.004
Wed Feb 14 20:09:00 2024,14.966,15.008,15.002,15.006
Wed Feb 14 20:09:19 2024,14.933,14.984,14.998,15.001
Wed Feb 14 20:09:38 2024,14.981,14.997,15.0,15.002
Wed Feb 14 20:09:57 2024,14.994,14.999,15.004,14.998
Wed Feb 14 20:10:16 2024,14.894,15.002,14.999,14.999
Wed Feb 14 20:10:35 2024,15.003,15.007,14.999,14.999
Wed Feb 14 20:10:54 2024,15.005,15.008,14.998,14.999
Wed Feb 14 20:11:13 2024,14.983,14.988,15.002,15.0
Wed Feb 14 20:11:32 2024,14.989,15.027,14.997,15.002
Wed Feb 14 20:11:50 2024,15.05,14.999,14.998,14.995
Wed Feb 14 20:13:16 2024,14.841,14.97,14.999,15.001
Wed Feb 14 20:13:31 2024,14.997,14.984,14.999,15.003
Wed Feb 14 20:13:46 2024,14.867,14.994,14.996,15.004
Wed Feb 14 20:14:01 2024,14.984,14.985,14.998,15.002
Wed Feb 14 20:14:16 2024,15.019,15.005,14.998,15.0
Wed Feb 14 20:14:39 2024,15.002,15.005,15.003,15.006
Wed Feb 14 20:14:58 2024,15.02,14.993,15.001,15.002
Wed Feb 14 20:15:17 2024,15.014,15.021,15.0,14.991
Wed Feb 14 20:15:36 2024,14.978,14.991,15.003,15.0
Wed Feb 14 20:15:55 2024,14.983,14.998,15.002,15.003
Wed Feb 14 20:16:14 2024,14.863,15.009,14.998,14.998
Wed Feb 14 20:16:33 2024,15.017,15.0,14.996,15.003
Wed Feb 14 20:16:52 2024,14.961,14.982,15.001,15.002
Wed Feb 14 20:17:11 2024,14.955,15.002,14.998,14.998
Wed Feb 14 20:17:30 2024,14.858,15.0,15.0,14.999
Wed Feb 14 20:18:55 2024,14.948,15.032,15.001,15.003
Wed Feb 14 20:19:10 2024,15.147,15.006,15.001,15.007
Wed Feb 14 20:19:25 2024,14.988,14.983,15.002,15.012
Wed Feb 14 20:19:40 2024,15.039,15.005,15.003,15.005
Wed Feb 14 20:19:55 2024,14.823,15.019,14.999,15.002
Wed Feb 14 20:20:18 2024,15.02,15.006,14.998,14.999
Wed Feb 14 20:20:37 2024,14.944,15.023,14.998,15.005
Wed Feb 14 20:20:56 2024,14.955,15.016,14.997,14.999
Wed Feb 14 20:21:15 2024,14.892,14.991,14.998,15.007
Wed Feb 14 20:21:34 2024,14.98,14.87,14.997,15.006
Wed Feb 14 20:21:53 2024,14.8,14.984,15.002,15.005
Wed Feb 14 20:22:12 2024,14.989,14.998,14.997,14.991
Wed Feb 14 20:22:31 2024,15.022,15.012,14.999,14.994
Wed Feb 14 20:22:49 2024,15.025,14.98,15.002,15.003
Wed Feb 14 20:23:08 2024,15.006,14.969,14.998,15.004
Wed Feb 14 20:24:33 2024,14.977,14.997,14.996,15.002
Wed Feb 14 20:24:48 2024,14.861,14.999,15.001,14.998
Wed Feb 14 20:25:03 2024,15.003,14.955,15.003,14.997
Wed Feb 14 20:25:18 2024,14.975,15.009,15.002,14.998
Wed Feb 14 20:25:33 2024,14.964,15.005,15.002,15.002
Wed Feb 14 20:25:56 2024,14.977,15.007,14.999,15.006
Wed Feb 14 20:26:15 2024,15.0,15.002,15.001,14.995
Wed Feb 14 20:26:34 2024,15.006,14.994,14.998,15.005
Wed Feb 14 20:26:53 2024,15.031,15.012,15.001,14.996
Wed Feb 14 20:27:12 2024,14.992,15.016,15.003,14.998
Wed Feb 14 20:27:32 2024,14.897,15.023,15.0,14.995
Wed Feb 14 20:27:51 2024,14.977,14.983,15.002,15.002
Wed Feb 14 20:28:09 2024,15.042,15.249,15.002,15.004
Wed Feb 14 20:28:28 2024,14.995,14.993,15.001,15.0
Wed Feb 14 20:28:47 2024,14.897,14.957,15.003,15.003
Wed Feb 14 20:30:12 2024,15.036,15.037,14.997,14.995
Wed Feb 14 20:30:27 2024,15.006,14.984,15.003,14.998
Wed Feb 14 20:30:42 2024,15.0,14.773,14.999,14.996
Wed Feb 14 20:30:57 2024,14.986,14.995,15.003,15.005
Wed Feb 14 20:31:12 2024,14.978,14.756,15.001,15.003
Wed Feb 14 20:31:35 2024,14.983,15.001,15.0,15.01
Wed Feb 14 20:31:54 2024,15.006,15.003,15.003,14.999
Wed Feb 14 20:32:13 2024,15.042,14.986,15.004,14.999
Wed Feb 14 20:32:32 2024,14.995,14.991,14.995,15.0
Wed Feb 14 20:32:51 2024,14.833,15.012,15.0,15.0
Wed Feb 14 20:33:11 2024,14.856,14.997,14.997,14.997
Wed Feb 14 20:33:29 2024,15.011,14.984,15.002,15.002
Wed Feb 14 20:33:48 2024,14.942,15.032,15.003,14.996
Wed Feb 14 20:34:07 2024,14.977,15.005,14.998,14.998
Wed Feb 14 20:34:26 2024,15.114,15.009,14.998,14.996
Wed Feb 14 20:35:51 2024,15.022,15.0,14.999,14.995
Wed Feb 14 20:36:06 2024,15.036,14.986,14.997,14.998
Wed Feb 14 20:36:21 2024,14.98,15.02,15.009,15.004
Wed Feb 14 20:36:36 2024,14.967,14.986,15.002,14.998
Wed Feb 14 20:36:51 2024,15.044,15.009,15.0,14.995
Wed Feb 14 20:37:14 2024,14.998,15.012,14.985,14.999
Wed Feb 14 20:37:33 2024,15.036,14.995,15.001,14.995
Wed Feb 14 20:37:52 2024,15.116,14.997,15.005,14.998
Wed Feb 14 20:38:11 2024,15.047,14.962,14.997,15.0
Wed Feb 14 20:38:31 2024,14.889,14.957,15.0,14.998
Wed Feb 14 20:38:50 2024,15.005,15.012,14.998,15.0
Wed Feb 14 20:39:08 2024,14.988,15.002,15.001,15.006
Wed Feb 14 20:39:27 2024,15.02,14.993,15.001,14.999
Wed Feb 14 20:39:46 2024,14.95,15.0,15.003,15.001
Wed Feb 14 20:40:05 2024,14.923,15.014,14.996,15.0
Wed Feb 14 20:41:30 2024,14.948,15.011,14.994,15.001
Wed Feb 14 20:41:45 2024,14.958,14.992,15.003,14.998
Wed Feb 14 20:42:00 2024,14.786,15.003,14.997,14.992
Wed Feb 14 20:42:15 2024,14.947,14.988,15.004,15.005
Wed Feb 14 20:42:30 2024,14.941,14.997,14.997,15.003
Wed Feb 14 20:42:53 2024,14.966,14.976,14.997,14.997
Wed Feb 14 20:43:12 2024,14.967,14.979,14.996,15.003
Wed Feb 14 20:43:31 2024,14.986,15.012,14.998,15.001
Wed Feb 14 20:43:50 2024,14.991,15.006,14.998,15.001
Wed Feb 14 20:44:09 2024,14.939,15.019,15.002,14.996
Wed Feb 14 20:44:28 2024,15.059,14.972,15.001,14.998
Wed Feb 14 20:44:47 2024,15.095,15.005,15.001,15.001
Wed Feb 14 20:45:06 2024,14.991,14.999,15.003,15.003
Wed Feb 14 20:45:25 2024,15.006,15.026,14.996,14.994
Wed Feb 14 20:45:44 2024,14.981,14.998,14.997,15.004
Wed Feb 14 20:47:09 2024,15.008,14.984,15.002,14.993
Wed Feb 14 20:47:24 2024,15.014,15.012,14.993,14.988
Wed Feb 14 20:47:39 2024,15.02,14.979,15.004,14.998
Wed Feb 14 20:47:54 2024,14.994,14.988,14.996,14.994
Wed Feb 14 20:48:09 2024,14.945,15.007,15.002,14.998
Wed Feb 14 20:48:32 2024,15.856,15.016,15.004,15.007
Wed Feb 14 20:48:51 2024,15.012,14.954,14.998,15.001
Wed Feb 14 20:49:10 2024,14.938,14.991,15.001,15.0
Wed Feb 14 20:49:29 2024,15.017,14.992,14.999,14.997
Wed Feb 14 20:49:48 2024,15.12,14.975,15.0,15.002
Wed Feb 14 20:50:07 2024,15.011,14.99,14.997,14.998
Wed Feb 14 20:50:26 2024,14.983,14.988,15.001,14.998
Wed Feb 14 20:50:45 2024,15.005,14.993,15.0,15.0
Wed Feb 14 20:51:04 2024,14.967,15.002,15.002,15.0
Wed Feb 14 20:51:23 2024,14.997,15.788,15.001,15.007
Wed Feb 14 20:52:47 2024,15.009,15.009,14.998,14.995
Wed Feb 14 20:53:02 2024,15.064,15.019,15.001,15.006
Wed Feb 14 20:53:17 2024,14.983,15.009,15.0,14.998
Wed Feb 14 20:53:32 2024,14.986,14.996,15.0,15.005
Wed Feb 14 20:53:47 2024,15.078,15.012,15.002,15.003
Wed Feb 14 20:54:10 2024,14.828,15.014,15.005,15.001
Wed Feb 14 20:54:29 2024,14.992,15.016,14.993,14.998
Wed Feb 14 20:54:49 2024,14.958,15.013,15.006,14.998
